OBJECTID,STATEFP10,COUNTYFP10,TRACTCE10,BLKGRPCE10,GEOID10,NAMELSAD10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,City,TractBG,GlobalID,SqMiles,Acres
7506,26,163,985300,1,261639853001,Block Group 1,G5030,S,1105371,379735,+42.3203926,-083.0701382,Detroit,9853001,07b3983c-9275-4356-b114-dd1b2ff47454,0.42678612,273.1431221
7507,26,163,515700,1,261635157001,Block Group 1,G5030,S,540071,1059803,+42.3522749,-082.9874086,Detroit,5157001,c1ea2f61-7d86-4917-9c40-59240ca96b23,0.20852257,133.45445022
7508,26,163,515700,2,261635157002,Block Group 2,G5030,S,667979,0,+42.3573883,-082.9802535,Detroit,5157002,0a2a1611-73ea-4336-9578-6d56fecc1c66,0.25790813,165.06120529
7509,26,163,985500,1,261639855001,Block Group 1,G5030,S,3397894,3081417,+42.3418558,-082.9781710,Detroit,9855001,7d2cc697-74ef-4a23-a6eb-9da30d075a36,1.3119342,839.63789146
7510,26,163,518000,2,261635180002,Block Group 2,G5030,S,488397,0,+42.3634924,-083.0591778,Detroit,5180002,6288cf5c-cbc6-4157-a310-7bf92ad3ba32,0.18857113,120.68552676
7511,26,163,531200,3,261635312003,Block Group 3,G5030,S,491559,0,+42.3803375,-083.0973374,Detroit,5312003,d3ae19ea-a8c2-414d-8526-77f7b7281702,0.18979199,121.46687397
7512,26,163,521400,1,261635214001,Block Group 1,G5030,S,1305626,0,+42.3305838,-083.0730165,Detroit,5214001,79aeabdc-cf33-4ccd-beb5-9d5f0e05eb56,0.50410501,322.62721017
7513,26,163,512200,2,261635122002,Block Group 2,G5030,S,725701,0,+42.3972156,-082.9789507,Detroit,5122002,26f740a2-bd12-4d45-a6fd-4cd0d745bbbf,0.28019472,179.32462209
7514,26,163,526400,1,261635264001,Block Group 1,G5030,S,227895,0,+42.3379930,-083.1288887,Detroit,5264001,40675fae-6807-46e2-ae5f-2d59072c32ea,0.08799075,56.3140808
7515,26,163,526400,2,261635264002,Block Group 2,G5030,S,339150,0,+42.3422444,-083.1323902,Detroit,5264002,6da5fac7-dbcd-46bd-a589-4ed0f0cb48fb,0.13094654,83.80578996
7516,26,163,507500,3,261635075003,Block Group 3,G5030,S,267245,0,+42.4427293,-083.0927957,Detroit,5075003,11e2343e-9010-4166-b2b9-0078a0d29cec,0.10318387,66.03767754
7517,26,163,506900,5,261635069005,Block Group 5,G5030,S,385020,0,+42.4370286,-083.0735212,Detroit,5069005,2872dbfb-f6dd-47b1-a56c-2fcf55f08f0e,0.14865705,95.14051379
7518,26,163,507300,3,261635073003,Block Group 3,G5030,S,683619,0,+42.4232113,-083.0876657,Detroit,5073003,20b1d704-50bc-4a86-b714-f06c28128cc8,0.26394677,168.92593345
7519,26,163,510400,2,261635104002,Block Group 2,G5030,S,899790,26408,+42.4137927,-083.0809171,Detroit,5104002,519d013d-856e-4d65-b310-ea65314649c1,0.34741086,222.34295076
7520,26,163,538300,2,261635383002,Block Group 2,G5030,S,1389245,2042,+42.4234694,-083.1231908,Detroit,5383002,e710197c-64a9-4d84-9728-b219cfd01492,0.53639049,343.28991502
7521,26,163,538200,1,261635382001,Block Group 1,G5030,S,555317,0,+42.4351167,-083.1373855,Detroit,5382001,8647836e-622d-406d-9c54-3847bd165d9f,0.21440909,137.22181886
7522,26,163,512300,1,261635123001,Block Group 1,G5030,S,435397,0,+42.3878530,-082.9686356,Detroit,5123001,16cb4baa-98b1-4539-a783-38f0aabfb691,0.16810772,107.58894157
7523,26,163,533900,3,261635339003,Block Group 3,G5030,S,977457,0,+42.3665413,-083.0761317,Detroit,5339003,5d39cab3-f560-4ca8-abf7-c876f4b2956a,0.37739825,241.53488439
7524,26,163,532200,2,261635322002,Block Group 2,G5030,S,465967,0,+42.3892062,-083.0916787,Detroit,5322002,a5dd160d-7f88-4b04-a7db-bbcbae8f0450,0.17991086,115.14295306
7525,26,163,516800,2,261635168002,Block Group 2,G5030,S,374355,0,+42.3594925,-083.0245042,Detroit,5168002,b90d3288-cc33-48f5-b3e3-05eb52cf8ddd,0.14453927,92.5051349
7526,26,163,516800,1,261635168001,Block Group 1,G5030,S,608901,0,+42.3538536,-083.0261016,Detroit,5168001,52b8a3a8-a60a-439c-80ab-1cc296ea4a26,0.23509799,150.46271359
7527,26,163,516600,1,261635166001,Block Group 1,G5030,S,206216,0,+42.3385995,-083.0266041,Detroit,5166001,45f68fb9-a5ac-42d2-851e-3033dd05a86b,0.07962044,50.95708324
7528,26,163,533300,1,261635333001,Block Group 1,G5030,S,223109,0,+42.3633028,-083.1037380,Detroit,5333001,29f70ba1-1cf1-4065-8672-2da804d4f8ec,0.08614286,55.13143444
7529,26,163,533300,2,261635333002,Block Group 2,G5030,S,467124,0,+42.3616648,-083.1081489,Detroit,5333002,714fef59-76d8-4b0e-866f-885268a5fc36,0.18035758,115.42885399
7530,26,163,532600,2,261635326002,Block Group 2,G5030,S,248462,0,+42.3684203,-083.0895032,Detroit,5326002,51e2f713-a6e8-4539-8ff8-113e16c2caa1,0.09593171,61.39629717
7531,26,163,524300,1,261635243001,Block Group 1,G5030,S,242076,0,+42.3038727,-083.1244317,Detroit,5243001,a37e74a2-03be-403f-8de9-3de47d0f8ac1,0.09346606,59.81828221
7532,26,163,523800,1,261635238001,Block Group 1,G5030,S,395952,0,+42.3037437,-083.1193565,Detroit,5238001,2a336a15-b9e3-4caa-a615-e51c67f1ccc3,0.15287792,97.84186981
7533,26,163,524300,2,261635243002,Block Group 2,G5030,S,1195148,51534,+42.2997247,-083.1373695,Detroit,5243002,a996e128-c3fd-4130-b366-d22626e830de,0.46144922,295.32750189
7534,26,163,524200,6,261635242006,Block Group 6,G5030,S,158982,0,+42.3056490,-083.1338570,Detroit,5242006,8d8bff33-39a8-464c-9298-9c83065fed29,0.06138329,39.28530768
7535,26,163,524700,4,261635247004,Block Group 4,G5030,S,534937,0,+42.2722804,-083.1591221,Detroit,5247004,57cede03-6af1-4790-a06a-cf4fe929d99e,0.20654033,132.18581119
7536,26,163,526000,1,261635260001,Block Group 1,G5030,S,1000952,0,+42.3254465,-083.1462812,Detroit,5260001,7079ff37-68b7-4227-82ab-5ac8cbf8bdaf,0.38646972,247.34062532
7537,26,163,535000,2,261635350002,Block Group 2,G5030,S,634945,0,+42.3621741,-083.1775025,Detroit,5350002,a27a62be-16b8-4469-928a-5581e7816d1c,0.24515363,156.89832613
7538,26,163,525700,4,261635257004,Block Group 4,G5030,S,260534,0,+42.3258723,-083.1199305,Detroit,5257004,c0e057f6-59e1-4efc-89f5-82e89ebfc8a4,0.10059273,64.37935333
7539,26,163,525700,3,261635257003,Block Group 3,G5030,S,419124,0,+42.3289932,-083.1253778,Detroit,5257003,760029bc-53dc-4c76-9413-0395a9278d74,0.16182468,103.5677957
7540,26,163,525700,2,261635257002,Block Group 2,G5030,S,175526,0,+42.3294135,-083.1337867,Detroit,5257002,b35f9a69-e5ad-4509-b49c-ee37d4078994,0.06777096,43.3734191
7541,26,163,525700,1,261635257001,Block Group 1,G5030,S,508597,0,+42.3245538,-083.1276370,Detroit,5257001,e2c3bf35-104a-404c-9fde-257b764a7461,0.19637039,125.67705546
7542,26,163,525600,1,261635256001,Block Group 1,G5030,S,287496,0,+42.3292865,-083.1151327,Detroit,5256001,5c7f983b-e48a-440b-82f1-61ca6e8c4c51,0.11100282,71.04180861
7543,26,163,536200,1,261635362001,Block Group 1,G5030,S,239802,0,+42.4094883,-083.1622577,Detroit,5362001,899f7c0f-7ff7-4ef5-ab40-2a1832eda3c1,0.09258806,59.25636457
7544,26,163,536900,3,261635369003,Block Group 3,G5030,S,402754,0,+42.4129122,-083.1732909,Detroit,5369003,0f37a594-9dcd-4e94-9bb9-fc3917a67b6a,0.15550418,99.52268061
7545,26,163,546200,4,261635462004,Block Group 4,G5030,S,241159,0,+42.3440430,-083.2615844,Detroit,5462004,ddf43d61-a749-42a2-9d6c-6d28bf6fa55f,0.09311201,59.59168657
7546,26,163,503400,2,261635034002,Block Group 2,G5030,S,352150,0,+42.4392850,-082.9776867,Detroit,5034002,a8ac7bbb-d623-45e2-8184-3f61045636c0,0.13596587,87.01815991
7547,26,163,503300,4,261635033004,Block Group 4,G5030,S,325332,0,+42.4381242,-083.0023789,Detroit,5033004,f1f2bcfb-ef30-49ba-80e0-cf7a5622a9f5,0.12561138,80.39128781
7548,26,163,503300,3,261635033003,Block Group 3,G5030,S,326113,0,+42.4382597,-082.9974686,Detroit,5033003,de40bd9e-b834-4734-ae8e-68f7cc55c521,0.12591293,80.58427711
7549,26,163,503300,2,261635033002,Block Group 2,G5030,S,302657,0,+42.4384443,-082.9926959,Detroit,5033002,38b14c59-3d06-45dd-935e-7aebeeecc6aa,0.11685652,74.78817329
7550,26,163,503300,1,261635033001,Block Group 1,G5030,S,344074,0,+42.4384365,-082.9878785,Detroit,5033001,6daf4c5a-97a5-43f0-993a-32813c83eba9,0.13284771,85.02253686
7551,26,163,503200,3,261635032003,Block Group 3,G5030,S,470956,0,+42.4472420,-082.9978273,Detroit,5032003,37bd2125-f3ed-4d87-986c-fa32c68d7685,0.18183712,116.37576181
7552,26,163,503200,2,261635032002,Block Group 2,G5030,S,322053,0,+42.4436142,-083.0001332,Detroit,5032002,c292be00-aeeb-40f2-b0b3-341b9d1c95b8,0.12434535,79.58102926
7553,26,163,503200,1,261635032001,Block Group 1,G5030,S,478331,0,+42.4450496,-082.9896025,Detroit,5032001,f8032a2d-a275-4dd2-a7c1-ce50452f04a4,0.18468463,118.19816399
7554,26,163,503100,3,261635031003,Block Group 3,G5030,S,316342,0,+42.4458009,-082.9830881,Detroit,5031003,7959a768-ab91-4b1a-badb-fb9407d78793,0.12214032,78.16981043
7555,26,163,503100,2,261635031002,Block Group 2,G5030,S,214724,0,+42.4438435,-082.9762014,Detroit,5031002,386e6454-34b1-4809-9b32-4c9876e8121c,0.08290539,53.05945582
7556,26,163,502000,1,261635020001,Block Group 1,G5030,S,521231,0,+42.3928322,-082.9485978,Detroit,5020001,d377c917-bb52-4573-88f4-ccdbf78e3374,0.20124841,128.79898484
7557,26,163,502000,2,261635020002,Block Group 2,G5030,S,373125,0,+42.3939386,-082.9446860,Detroit,5020002,b2b0feb8-a3c7-4782-8349-4d14860df32b,0.14406436,92.20119528
7558,26,163,501900,4,261635019004,Block Group 4,G5030,S,216014,0,+42.3971270,-082.9431223,Detroit,5019004,123c0669-ed7d-42fc-8aba-61a3a1daff02,0.08340347,53.37822177
7559,26,163,501900,3,261635019003,Block Group 3,G5030,S,207156,0,+42.3913198,-082.9383781,Detroit,5019003,c2e0d7fc-f89f-4deb-8289-805892b9728a,0.07998337,51.1893623
7560,26,163,501900,2,261635019002,Block Group 2,G5030,S,158774,0,+42.3940805,-082.9375559,Detroit,5019002,71fbb7e6-c779-4c22-a79c-db048173950e,0.06130298,39.23390976
7561,26,163,501900,1,261635019001,Block Group 1,G5030,S,160718,0,+42.3989956,-082.9407710,Detroit,5019001,b3f85a35-72e0-4c70-923f-bc3efe340d55,0.06205356,39.71428262
7562,26,163,534200,5,261635342005,Block Group 5,G5030,S,391636,0,+42.3828403,-083.1637454,Detroit,5342005,922d38aa-4525-4f8c-9cc9-bb88df18364a,0.1512115,96.77536299
7563,26,163,534200,4,261635342004,Block Group 4,G5030,S,173781,0,+42.3793053,-083.1619018,Detroit,5342004,88741aed-0112-4ff0-8e97-d2a54c93f47f,0.06709721,42.94222021
7564,26,163,534200,3,261635342003,Block Group 3,G5030,S,231196,0,+42.3782067,-083.1561090,Detroit,5342003,8204e8d0-288d-42a7-ae87-5befb010483d,0.08926527,57.12977566
7565,26,163,539200,3,261635392003,Block Group 3,G5030,S,315803,0,+42.4416299,-083.1881380,Detroit,5392003,b9b0fd01-166a-4c36-8e64-69bb7bc4d92c,0.12193222,78.03662063
7566,26,163,539200,2,261635392002,Block Group 2,G5030,S,312326,0,+42.4417732,-083.1833079,Detroit,5392002,04910e3b-82ed-4e5f-93c6-dad5c6c3c0cd,0.12058974,77.17743522
7567,26,163,541200,1,261635412001,Block Group 1,G5030,S,394116,0,+42.4267007,-083.2539392,Detroit,5412001,0a58b164-0472-4d26-af6b-bfc02ad11f8b,0.15216903,97.38818433
7568,26,163,541100,3,261635411003,Block Group 3,G5030,S,260106,0,+42.4217993,-083.2412119,Detroit,5411003,03d79b8b-7ab9-4bc8-b7fe-992fabe5055a,0.10042748,64.27359223
7569,26,163,541100,2,261635411002,Block Group 2,G5030,S,254857,0,+42.4268359,-083.2469086,Detroit,5411002,09a2d98f-4094-48e8-96ba-4bd0f6718ac5,0.09840083,62.97653608
7570,26,163,541100,1,261635411001,Block Group 1,G5030,S,252902,0,+42.4269665,-083.2414537,Detroit,5411001,8b41beb2-68fc-416e-a80b-30507761e2f7,0.097646,62.49344506
7571,26,163,541000,1,261635410001,Block Group 1,G5030,S,352613,0,+42.4331104,-083.2416721,Detroit,5410001,d53e84d3-4d37-4574-ac05-85f61f14a7fe,0.13614464,87.13256971
7572,26,163,540900,4,261635409004,Block Group 4,G5030,S,357309,0,+42.4384312,-083.2446894,Detroit,5409004,836c868f-c2fa-4879-902b-d933f90ea7b2,0.13795777,88.29297657
7573,26,163,540900,3,261635409003,Block Group 3,G5030,S,267792,0,+42.4381752,-083.2543918,Detroit,5409003,729f859a-d271-44d9-b4fd-1640d743ebac,0.10339506,66.17284418
7574,26,163,540900,2,261635409002,Block Group 2,G5030,S,279859,0,+42.4417100,-083.2545569,Detroit,5409002,8188c01f-f431-4ce1-86c7-65bc7260f27c,0.10805416,69.15466482
7575,26,163,540900,1,261635409001,Block Group 1,G5030,S,357515,0,+42.4419915,-083.2448132,Detroit,5409001,32d5bef5-552a-47ea-b14f-bdd7a84d77cd,0.13803731,88.34388028
7576,26,163,540700,4,261635407004,Block Group 4,G5030,S,362830,0,+42.4351182,-083.2335448,Detroit,5407004,10dd6def-288d-4f2b-a378-73581ddbfd6e,0.14008944,89.65724538
7577,26,163,540700,3,261635407003,Block Group 3,G5030,S,365494,0,+42.4315254,-083.2333818,Detroit,5407003,3e6b6c5a-2955-4431-8302-d1cafa71a485,0.14111802,90.31553412
7578,26,163,540700,2,261635407002,Block Group 2,G5030,S,282824,0,+42.4317463,-083.2235770,Detroit,5407002,8665dc3f-5ed4-4982-b7e8-0960a449c5c1,0.10919895,69.88733227
7579,26,163,540700,1,261635407001,Block Group 1,G5030,S,274788,0,+42.4353469,-083.2238104,Detroit,5407001,85c00949-cbe8-4dc0-8f30-64dc1e5e33cc,0.10609624,67.90159343
7580,26,163,540600,2,261635406002,Block Group 2,G5030,S,327825,0,+42.4249136,-083.2347783,Detroit,5406002,fc7905c9-e30f-484c-89e9-0be27f467ac5,0.12657394,81.00732152
7581,26,163,540600,1,261635406001,Block Group 1,G5030,S,222888,0,+42.4283400,-083.2339777,Detroit,5406001,fc31d934-6c2d-45c8-a089-8295880887cf,0.08605753,55.07682416
7582,26,163,540500,4,261635405004,Block Group 4,G5030,S,282332,0,+42.4284243,-083.2247742,Detroit,5405004,419a13af-50d5-4e8e-a78f-0f2d4dfcdedb,0.10900899,69.76575642
7583,26,163,540500,3,261635405003,Block Group 3,G5030,S,214953,0,+42.4259129,-083.2238408,Detroit,5405003,5cbdc9d3-11cf-4032-b873-4e4de1e1a9ad,0.08299381,53.11604296
7584,26,163,540500,2,261635405002,Block Group 2,G5030,S,201826,0,+42.4237428,-083.2243461,Detroit,5405002,f99f9ebf-764a-47d8-9ce4-430a175ba9bc,0.07792545,49.87229062
7585,26,163,540400,3,261635404003,Block Group 3,G5030,S,207565,0,+42.4193772,-083.2085824,Detroit,5404003,58abc7d5-c885-4e13-a051-682e58343742,0.08014129,51.2904284
7586,26,163,533700,2,261635337002,Block Group 2,G5030,S,289525,0,+42.3603909,-083.1351805,Detroit,5337002,49530564-ecdc-4b2c-88cf-6b984aea5443,0.11178622,71.54318543
7587,26,163,533700,1,261635337001,Block Group 1,G5030,S,546772,0,+42.3550576,-083.1326831,Detroit,5337001,35cba8de-6ebd-4b48-8ff6-09af0002875b,0.21110984,135.11030338
7588,26,163,533600,2,261635336002,Block Group 2,G5030,S,253168,0,+42.3541689,-083.1235581,Detroit,5336002,1ffab90d-e03d-463e-9bcf-927155db8a37,0.09774871,62.55917509
7589,26,163,533600,1,261635336001,Block Group 1,G5030,S,207312,0,+42.3576430,-083.1261583,Detroit,5336001,21e472ac-d233-4599-972d-08ecf1aa7720,0.08004361,51.22791074
7590,26,163,533400,2,261635334002,Block Group 2,G5030,S,375016,0,+42.3597063,-083.1143176,Detroit,5334002,1f69cb33-b190-4aca-adcb-041c21458765,0.14479448,92.66847156
7591,26,163,533400,5,261635334005,Block Group 5,G5030,S,134142,0,+42.3629057,-083.1167335,Detroit,5334005,083309fc-06f9-4aa8-bcbb-0d4f84925b53,0.05179251,33.14721001
7592,26,163,533400,3,261635334003,Block Group 3,G5030,S,126420,0,+42.3673218,-083.1171554,Detroit,5334003,ff7e185a-235d-4d48-963e-d951ef1af82c,0.04881103,31.23906226
7593,26,163,533400,1,261635334001,Block Group 1,G5030,S,209459,0,+42.3658721,-083.1197520,Detroit,5334001,f2edd384-36d3-4575-a921-6c357e699ce9,0.08087257,51.75844599
7594,26,163,533200,3,261635332003,Block Group 3,G5030,S,198899,0,+42.3698394,-083.1081226,Detroit,5332003,3ee8b92b-b069-45a1-8989-d4b9cc563a0e,0.07679533,49.14901317
7595,26,163,533200,2,261635332002,Block Group 2,G5030,S,232694,0,+42.3676689,-083.1138949,Detroit,5332002,eb639e4e-f19c-405c-aae1-44e6df08bc42,0.08984365,57.49993952
7596,26,163,533200,1,261635332001,Block Group 1,G5030,S,194758,0,+42.3688046,-083.1108942,Detroit,5332001,3412a02e-63b9-4ea5-90b9-0516d2fd3f62,0.07519648,48.12574979
7597,26,163,533100,3,261635331003,Block Group 3,G5030,S,194841,0,+42.3706832,-083.1050808,Detroit,5331003,60c20f67-d041-4d37-b7cf-c93e0a91a01c,0.07522853,48.14625953
7598,26,163,533100,2,261635331002,Block Group 2,G5030,S,170618,0,+42.3718094,-083.1023537,Detroit,5331002,f0d411bb-2631-45cc-b701-0e11f72c5533,0.06587597,42.16062589
7599,26,163,533100,1,261635331001,Block Group 1,G5030,S,244784,0,+42.3729205,-083.0991295,Detroit,5331001,b303297c-8f8e-4e02-98c2-b8e366d0f4e9,0.09451163,60.48744358
7600,26,163,533000,2,261635330002,Block Group 2,G5030,S,439140,0,+42.3648226,-083.0995630,Detroit,5330002,eb8ded7f-8dd0-4ae8-82c1-ca3e25e5e3d5,0.1695529,108.51385701
7601,26,163,533000,1,261635330001,Block Group 1,G5030,S,304424,0,+42.3665453,-083.0949305,Detroit,5330001,1973f3c8-5841-4870-81cd-d04284240c41,0.11753876,75.2248085
7602,26,163,525500,2,261635255002,Block Group 2,G5030,S,361005,0,+42.3329465,-083.1143821,Detroit,5255002,a2a3cdf0-63cd-49a7-9491-a904119a77d4,0.1393848,89.20627806
7603,26,163,525400,2,261635254002,Block Group 2,G5030,S,340242,0,+42.3384105,-083.1149873,Detroit,5254002,4f4376b2-4efe-4a43-9787-f4e62e25884c,0.13136817,84.07562904
7604,26,163,525400,1,261635254001,Block Group 1,G5030,S,323007,0,+42.3362624,-083.1203501,Detroit,5254001,df929927-c88a-4e5e-ba54-b97c15befe90,0.1247137,79.8167678
7605,26,163,527200,1,261635272001,Block Group 1,G5030,S,367069,0,+42.3523537,-083.1145510,Detroit,5272001,242f647c-a6c3-4a42-af15-3a6f8a2f578f,0.14172613,90.70472509
7606,26,163,524800,4,261635248004,Block Group 4,G5030,S,191698,0,+42.2652469,-083.1601925,Detroit,5248004,001200ed-565c-4287-a28c-0df74d6a5845,0.07401501,47.36960732
7607,26,163,524800,3,261635248003,Block Group 3,G5030,S,221908,0,+42.2613019,-083.1634601,Detroit,5248003,1598523e-40a6-4846-b907-ea2c6e0b62d6,0.08567915,54.83466088
7608,26,163,524800,2,261635248002,Block Group 2,G5030,S,231255,0,+42.2590376,-083.1600287,Detroit,5248002,e36b1be8-cd49-412e-a879-8146f47d1b67,0.08928805,57.14435488
7609,26,163,524800,1,261635248001,Block Group 1,G5030,S,169166,0,+42.2633415,-083.1563408,Detroit,5248001,b5f6fbcd-dde8-415b-b531-6fc312556908,0.06531535,41.80182888
7610,26,163,524700,5,261635247005,Block Group 5,G5030,S,273532,0,+42.2732077,-083.1539582,Detroit,5247005,aab9f859-81ec-4fbe-a9eb-c83ee907f83f,0.10561129,67.59122907
7611,26,163,524700,3,261635247003,Block Group 3,G5030,S,166269,0,+42.2669387,-083.1555296,Detroit,5247003,de9d5347-7904-4447-8cf8-c18ad7894242,0.06419681,41.08596459
7612,26,163,524700,2,261635247002,Block Group 2,G5030,S,174768,0,+42.2691966,-083.1514925,Detroit,5247002,472af4ee-f28f-44a0-8eac-ee1ab0b0abf7,0.0674783,43.18611322
7613,26,163,524700,1,261635247001,Block Group 1,G5030,S,195442,0,+42.2733538,-083.1477838,Detroit,5247001,7b818810-6803-45cb-ae7f-ed671865dcd6,0.07546057,48.29476987
7614,26,163,524500,1,261635245001,Block Group 1,G5030,S,859919,54920,+42.2850065,-083.1465060,Detroit,5245001,3fa473d4-4aa7-4b2b-8e7a-5e4d198213e2,0.33201658,212.49061212
7615,26,163,524300,3,261635243003,Block Group 3,G5030,S,151492,0,+42.3013899,-083.1309881,Detroit,5243003,34f62417-a129-4ba5-af0b-c7ee357182ce,0.05849138,37.43448837
7616,26,163,524200,5,261635242005,Block Group 5,G5030,S,159199,0,+42.3080679,-083.1307731,Detroit,5242005,d877dbfb-0bd6-43f2-a977-5489eaba60de,0.06146707,39.33892954
7617,26,163,524200,4,261635242004,Block Group 4,G5030,S,129481,0,+42.3033593,-083.1324274,Detroit,5242004,629c2107-76e5-471a-a10d-5d8b4def9861,0.04999289,31.99545183
7618,26,163,524200,3,261635242003,Block Group 3,G5030,S,136983,0,+42.3059839,-083.1268122,Detroit,5242003,5243b634-0960-4141-89b1-e9184f4ec4a8,0.05288943,33.8492364
7619,26,163,524200,2,261635242002,Block Group 2,G5030,S,152334,0,+42.3083665,-083.1240055,Detroit,5242002,31689515-37fb-49e2-929b-1ff7c3f0cb04,0.05881648,37.6425511
7620,26,163,524200,1,261635242001,Block Group 1,G5030,S,127549,0,+42.3105183,-083.1263057,Detroit,5242001,a9d726af-474c-4bb5-980d-6a383be23b33,0.04924694,31.51804424
7621,26,163,524100,2,261635241002,Block Group 2,G5030,S,155645,0,+42.3140451,-083.1318652,Detroit,5241002,8eb6ffb1-7735-401c-816a-09e32ea635e6,0.06009487,38.46071702
7622,26,163,524100,3,261635241003,Block Group 3,G5030,S,514078,8689,+42.3113650,-083.1373320,Detroit,5241003,0a8bd832-334a-4ae6-ba5e-8dd666bdcf40,0.19848662,127.03144005
7623,26,163,524100,4,261635241004,Block Group 4,G5030,S,130576,0,+42.3123717,-083.1279221,Detroit,5241004,d98b062a-648a-44a0-b730-ebb831e9fb32,0.05041567,32.26603222
7624,26,163,538300,1,261635383001,Block Group 1,G5030,S,1410249,14413,+42.4265837,-083.1167893,Detroit,5383001,92536337-bc38-4e2f-b145-cec9eb83839d,0.54450018,348.48011644
7625,26,163,540100,1,261635401001,Block Group 1,G5030,S,598188,0,+42.4427233,-083.2106068,Detroit,5401001,f91fcdd5-8d70-4036-8335-5f0fe661606f,0.23096167,147.81547364
7626,26,163,540800,2,261635408002,Block Group 2,G5030,S,397407,0,+42.4407348,-083.2228611,Detroit,5408002,6ba750f2-2b10-47b1-beb0-b9ba10e8c7ef,0.1534397,98.20140814
7627,26,163,540400,4,261635404004,Block Group 4,G5030,S,572511,0,+42.4192593,-083.2144926,Detroit,5404004,287d4fad-6c6f-4edf-ac6e-7fc1b6eb5b85,0.22104773,141.47054878
7628,26,163,542200,5,261635422005,Block Group 5,G5030,S,372707,0,+42.4047861,-083.2156652,Detroit,5422005,641d7e28-1220-4235-812d-1603bae6678a,0.14390297,92.09790523
7629,26,163,543900,2,261635439002,Block Group 2,G5030,S,639133,0,+42.3819163,-083.2441278,Detroit,5439002,29cd6f6d-2ec2-419d-a3ab-26c6322345fe,0.24677063,157.93320347
7630,26,163,543000,1,261635430001,Block Group 1,G5030,S,528652,0,+42.4064482,-083.2281051,Detroit,5430001,fe085251-25c6-4c74-a4f8-304c6be8e976,0.20411367,130.63275387
7631,26,163,541800,2,261635418002,Block Group 2,G5030,S,556108,0,+42.4394031,-083.2831468,Detroit,5418002,14965c7a-d70d-4c23-a246-55dc908946c6,0.21471449,137.41727921
7632,26,163,542300,3,261635423003,Block Group 3,G5030,S,386531,0,+42.3995891,-083.2095561,Detroit,5423003,695e4019-e8d8-4b87-a521-cbab178ad490,0.14924045,95.51389002
7633,26,163,542500,3,261635425003,Block Group 3,G5030,S,502136,0,+42.3955030,-083.2145640,Detroit,5425003,89b1aa49-28c0-4a84-8ff9-d2702c74e66c,0.19387579,124.08050759
7634,26,163,545500,3,261635455003,Block Group 3,G5030,S,286743,0,+42.3474494,-083.2140838,Detroit,5455003,7010696e-e1d8-4ebe-921a-8d904fd3e6c2,0.11071209,70.85573826
7635,26,163,532700,1,261635327001,Block Group 1,G5030,S,414737,0,+42.3757187,-083.0914623,Detroit,5327001,52453fa1-43ef-4cba-b663-b4a984d0a266,0.16013085,102.48374439
7636,26,163,532600,1,261635326001,Block Group 1,G5030,S,206417,0,+42.3713992,-083.0901350,Detroit,5326001,cebfb051-dd8d-4b30-850c-8b7defe0230a,0.07969804,51.00675142
7637,26,163,533900,2,261635339002,Block Group 2,G5030,S,107842,0,+42.3725432,-083.0837873,Detroit,5339002,b4470200-54e4-407f-94e8-43533d9d8335,0.04163802,26.64833849
7638,26,163,533900,1,261635339001,Block Group 1,G5030,S,268044,0,+42.3741024,-083.0796320,Detroit,5339001,313ff482-9e7d-4895-bf74-3ac9230f99fc,0.10349236,66.23511474
7639,26,163,532400,3,261635324003,Block Group 3,G5030,S,214189,0,+42.3771241,-083.0855498,Detroit,5324003,59c8242b-58c8-4123-b113-52e03ac54826,0.08269883,52.92725445
7640,26,163,532400,2,261635324002,Block Group 2,G5030,S,164367,0,+42.3780772,-083.0822928,Detroit,5324002,771d9489-44b5-402f-bd08-fd22acf6db5c,0.06346245,40.61597015
7641,26,163,532400,1,261635324001,Block Group 1,G5030,S,168068,0,+42.3805049,-083.0839296,Detroit,5324001,526f5e6f-5691-4f11-aef3-8965c243ca1f,0.06489141,41.53050717
7642,26,163,532200,1,261635322001,Block Group 1,G5030,S,233760,0,+42.3867948,-083.0984837,Detroit,5322001,b9226d3a-0dae-4a75-897b-235906480e20,0.09025524,57.76335386
7643,26,163,531900,1,261635319001,Block Group 1,G5030,S,318096,0,+42.3943227,-083.1090255,Detroit,5319001,bbc6b9bf-9cae-474a-8a23-8d9d21070155,0.12281755,78.60323327
7644,26,163,531800,2,261635318002,Block Group 2,G5030,S,293369,0,+42.3896073,-083.1141837,Detroit,5318002,49ad1218-087e-416e-ab39-06a8e8b9c009,0.1132704,72.49305851
7645,26,163,531800,1,261635318001,Block Group 1,G5030,S,209175,0,+42.3871570,-083.1124782,Detroit,5318001,b232e9a7-3552-40ef-ad0c-5548ac01b4e5,0.08076291,51.68826807
7646,26,163,531700,1,261635317001,Block Group 1,G5030,S,232661,0,+42.3958091,-083.1183969,Detroit,5317001,67fc2657-3d0b-4374-9f61-fd35c01bde34,0.08983091,57.49178504
7647,26,163,531600,2,261635316002,Block Group 2,G5030,S,215670,0,+42.3931414,-083.1310048,Detroit,5316002,e74046e7-6509-4cde-91b7-d55c7794d462,0.08327065,53.29321752
